"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","Last.Updated..Year.","Last.Updated..Year.Month.","Category..categorical.","Type..categorical.","Genres..categorical.","Current.Ver..categorical.","Android.Ver..categorical.","Last.Updated..Year.Month...categorical.","No_reviews_count","Reviews_present_count","Rating_Q","Installs_Q"
"Cash, Inc. Money Clicker Game & Business Adventure",14,4.8,549720,85,1e+07,0,0,0,96,"2018-07-19",1100,20,2018,86,"GAME","Free","Simulation","2.1.1.4.0","4.4 and up","2018-07",40,0,3,3
"Chapters: Interactive Stories",14,4.5,73539,96,1e+06,0,0,1.5,90,"2018-08-02",551,19,2018,87,"GAME","Free","Role Playing","1.3.3","4.3 and up","2018-08",2,38,3,2
"Cheating Tom 3 - Genius School",14,4.3,90415,84,1e+07,0,0,0,6,"2018-07-24",178,17,2018,86,"GAME","Free","Arcade","1.0.20","4.1 and up","2018-07",0,0,2,3
"Checkers",14,4.5,375996,3.3,1e+07,0,0,0,15,"2018-08-06",638,17,2018,87,"GAME","Free","Board","1.48.0","4.1 and up","2018-08",0,0,3,3
"Chicken Invaders 3",14,4.2,52390,20,5e+06,0,0,0,6,"2018-05-04",528,9,2018,84,"GAME","Free","Arcade","1.28ggl","2.3.3 and up","2018-05",0,0,1,3
"China Town Auto Theft 2",14,4.1,364,67,50000,0,0,0.5,0,"2018-05-23",2750,15,2018,84,"GAME","Free","Action","Varies with device","4.0.3 and up","2018-05",0,0,1,0
"Chinese Chess ( Xiangqi Free )",14,4.6,963,4.1,50000,0,0,0,15,"2017-04-18",287,8,2017,71,"GAME","Free","Board","1.1.1","2.3 and up","2017-04",0,0,3,0
"Chinese Chess / Co Tuong",14,4.2,6947,20,5e+05,0,0,0,15,"2017-10-25",1413,8,2017,77,"GAME","Free","Board","2.7.7","2.3 and up","2017-10",0,0,1,1
"Chinese Chess 3D Online (Xiangqi, <U+8C61><U+68CB>, co tuong)",14,3.5,23,37,1000,1,0.99,0,15,"2017-12-27",1200,17,2017,79,"GAME","Paid","Board","2.2.1","4.1 and up","2017-12",0,0,0,0
"Choices: Stories You Play",14,4.6,807338,93,1e+07,0,0,1,96,"2018-07-30",1282,15,2018,86,"GAME","Free","Simulation","2.3.5","4.0.3 and up","2018-07",1,39,3,3
"CJ Poker Odds Calculator",14,4.1,207,0.116,50000,0,0,0,23,"2011-01-30",424,2,2011,1,"GAME","Free","Card","1.2","1.6 and up","2011-01",0,0,1,0
"CJ: Strike Back",14,4.3,29330,6.9,1e+06,0,0,0,0,"2012-08-17",234,4,2012,15,"GAME","Free","Action","1.0.9","2.0.1 and up","2012-08",0,0,2,2
"CKZ ORIGINS",14,4.5,219821,10,1e+06,0,0,1.5,0,"2013-10-28",1023,5,2013,29,"GAME","Free","Action","2.0.1","2.1 and up","2013-10",0,0,3,2
"Clash of Axe: Flippy Lumberjack Action X",14,4.3,6,61,1000,0,0,0,0,"2017-09-14",424,13,2017,76,"GAME","Free","Action","1.2","4.0 and up","2017-09",0,0,2,0
"Clue",14,4.6,19922,35,1e+05,1,1.99,0.5,15,"2018-07-30",1222,25,2018,86,"GAME","Paid","Board","2.2.5","5.0 and up","2018-07",40,0,3,1
"CNY Slots : Gong Xi Fa Cai <U+53D1><U+8D22><U+673A>",14,3.6,33,71,5000,0,0,1,25,"2017-06-06",424,15,2017,73,"GAME","Free","Casino","1.2","4.0.3 and up","2017-06",0,0,0,0
"Color by Number – New Coloring Book",14,4.7,141529,24,5e+06,0,0,0.5,15,"2018-08-01",1058,17,2018,87,"GAME","Free","Board","2.0.6","4.1 and up","2018-08",3,37,3,3
"Color Road",14,4.1,84911,71,1e+07,0,0,0,6,"2018-07-19",1336,17,2018,86,"GAME","Free","Arcade","2.5.0","4.1 and up","2018-07",3,37,1,3
"Combat BF: Black Ops 3",14,4.2,7699,83,5e+05,0,0,1.5,0,"2017-03-02",2190,8,2017,70,"GAME","Free","Action","5.1.6","2.3 and up","2017-03",0,0,1,1
"Combat Strike CS <U+0001F52B> Counter Terrorist Attack FPS<U+0001F4A3>",14,4.1,1019,39,1e+05,0,0,1,0,"2018-07-23",225,17,2018,86,"GAME","Free","Action","1.0.7","4.1 and up","2018-07",0,0,1,1
"Commando Adventure Assassin",14,4,51067,48,5e+06,0,0,1,0,"2018-05-29",409,17,2018,84,"GAME","Free","Action","1.18","4.1 and up","2018-05",0,0,1,3
"CONTRACT KILLER: ZOMBIES",14,4.4,144545,13,5e+06,0,0,1,0,"2011-12-01",280,5,2011,9,"GAME","Free","Action","1.1.0","2.1 and up","2011-12",0,0,2,3
"CONTRACT KILLER: ZOMBIES (NR)",14,4.4,206602,13,5e+06,0,0,1.5,0,"2013-07-01",1581,5,2013,26,"GAME","Free","Action","3.1.0","2.1 and up","2013-07",0,0,2,3
"Cooking Madness - A Chef's Restaurant Games",14,4.7,358817,49,1e+07,0,0,0,6,"2018-07-30",446,17,2018,86,"GAME","Free","Arcade","1.2.2","4.1 and up","2018-07",3,37,3,3
"Cops N Robbers",14,4,37789,58,1e+06,0,0,1,2,"2018-06-06",657,17,2018,85,"GAME","Free","Adventure","1.5.2","4.1 and up","2018-06",0,0,1,2
"Cops N Robbers - FPS Mini Game",14,4.2,156862,64,5e+06,0,0,0.5,0,"2018-07-31",2490,17,2018,86,"GAME","Free","Action","7.0.4","4.1 and up","2018-07",0,0,1,3
"Cops N Robbers 2",14,4.1,63680,46,1e+06,0,0,0.5,2,"2018-06-02",1211,17,2018,85,"GAME","Free","Adventure","2.2.2","4.1 and up","2018-06",0,0,1,2
"Counter Attack - Multiplayer FPS",14,4.3,112565,32,1e+06,0,0,1,0,"2018-07-21",337,20,2018,86,"GAME","Free","Action","1.1.97","4.4 and up","2018-07",0,0,2,2
"Counter Online FPS Game",14,4.2,41089,42,5e+06,0,0,1,0,"2018-07-25",1402,17,2018,86,"GAME","Free","Action","2.7","4.1 and up","2018-07",0,0,1,3
"Counter Terrorist Attack",14,3.9,145931,43,1e+07,0,0,1,0,"2018-05-31",2257,8,2018,84,"GAME","Free","Action","5.3.2","2.3 and up","2018-05",0,0,0,3
"Counter Terrorist Gun Strike CS: Special Forces",14,4.2,211,44,10000,0,0,1,0,"2017-08-18",277,8,2017,75,"GAME","Free","Action","1.1","2.3 and up","2017-08",0,0,1,0
"Cover Fire: offline shooting games for free",14,4.7,725897,31,1e+07,0,0,1,0,"2018-08-03",774,17,2018,87,"GAME","Free","Action","1.8.20","4.1 and up","2018-08",100,0,3,3
"CP Trivia",14,5,5,12,100,0,0,0,111,"2018-08-06",101,25,2018,87,"GAME","Free","Trivia","0.99","5.0 and up","2018-08",0,0,3,0
"CQ: Lost In Transmission",14,4.2,4,61,10,0,0,0,0,"2018-05-13",277,20,2018,84,"GAME","Free","Action","1.1","4.4 and up","2018-05",0,0,1,0
"Crayola Color Blaster",14,3.8,17,30,1000,0,0,0,6,"2018-03-13",641,29,2018,82,"GAME","Free","Arcade","1.5","7.0 and up","2018-03",0,0,0,0
"Crazy Bike attack Racing New: motorcycle racing",14,4.2,20364,45,5e+06,0,0,0,87,"2018-07-12",431,17,2018,86,"GAME","Free","Racing","1.2.1","4.1 and up","2018-07",0,0,1,3
"Crazy Wheels",14,4,121082,7,1e+07,0,0,1,2,"2018-01-17",225,5,2018,80,"GAME","Free","Adventure","1.0.7","2.1 and up","2018-01",0,0,1,3
"Creative Destruction",14,4.4,201426,80,5e+06,0,0,1,0,"2018-08-02",213,13,2018,87,"GAME","Free","Action","1.0.6","4.0 and up","2018-08",0,0,2,3
"Crime Wars S. Andreas",14,4.3,5785,93,5e+05,0,0,1,87,"2017-04-12",424,8,2017,71,"GAME","Free","Racing","1.2","2.3 and up","2017-04",0,0,2,1
"Crisis Action: 2018 NO.1 FPS",14,4.3,807226,34,1e+07,0,0,1,0,"2018-07-11",1544,15,2018,86,"GAME","Free","Action","3.0.2","4.0.3 and up","2018-07",0,0,2,3
"Critical Ops",14,4.4,1397944,50,1e+07,0,0,1,0,"2018-07-31",92,20,2018,86,"GAME","Free","Action","0.9.10.f96","4.4 and up","2018-07",0,0,2,3
"CrossFire: Legends",14,4.3,144040,29,5e+06,0,0,1,0,"2018-07-25",235,13,2018,86,"GAME","Free","Action","1.0.9.10","4.0 and up","2018-07",0,0,2,3
"CS16Client",14,4.3,8668,9.1,5e+05,0,0,1,0,"2017-04-01",576,1,2017,71,"GAME","Free","Action","1.33","1.5 and up","2017-04",0,0,2,1
"CT-REMOTE",14,3.3,19,1.6,100,1,4.49,0,0,"2015-02-10",592,8,2015,45,"GAME","Paid","Action","1.4","2.3 and up","2015-02",0,0,0,0
"Cube Z (Pixel Zombies)",14,4.2,41444,56,1e+06,0,0,1,0,"2016-07-31",150,15,2016,62,"GAME","Free","Action","1.0.11","4.0.3 and up","2016-07",0,0,1,2
"Cytus",14,4.7,541732,20,5e+06,0,0,0,71,"2018-02-09",841,8,2018,81,"GAME","Free","Music","10.0.10","2.3 and up","2018-02",0,0,3,3
"Cytus II",14,4.7,16851,81,1e+05,1,1.99,0.5,71,"2018-08-03",644,20,2018,87,"GAME","Paid","Music","1.5.0","4.4 and up","2018-08",0,0,3,1
"D Day World War II Commando Survival Shooting",14,4.2,951,64,1e+05,0,0,1,0,"2018-05-25",424,17,2018,84,"GAME","Free","Action","1.2","4.1 and up","2018-05",0,0,1,1
"Dan the Man: Action Platformer",14,4.8,528550,73,1e+07,0,0,1,6,"2018-07-26",468,17,2018,86,"GAME","Free","Arcade","1.2.6","4.1 and up","2018-07",0,0,3,3
"Dash Quest Heroes",14,4.3,8432,59,5e+05,0,0,0.5,2,"2018-07-16",593,17,2018,86,"GAME","Free","Adventure","1.4.0","4.1 and up","2018-07",0,0,2,1
"DB Ultra Saiyan Battle",14,4.5,33,44,1000,0,0,0.5,0,"2018-07-25",562,8,2018,86,"GAME","Free","Action","1.3.7","2.3 and up","2018-07",0,0,3,0
"DC Super Hero Girls™",14,4.3,43055,95,5e+06,0,0,0,1,"2018-06-29",1424,13,2018,85,"GAME","Free","Action;Action & Adventure","2.8.0","4.0 and up","2018-06",18,102,2,3
"DC Universe Quiz",14,4.3,11,23,500,0,0,0,111,"2018-05-22",1671,15,2018,84,"GAME","Free","Trivia","3.2.7z","4.0.3 and up","2018-05",0,0,2,0
"Dead Target Zombie Shooting US Sniper Killer Squad",14,4.3,240,65,50000,0,0,1,0,"2017-10-03",173,13,2017,77,"GAME","Free","Action","1.0.2","4.0 and up","2017-10",0,0,2,0
"Dead Zombie Evil Killer:Axe",14,3.9,71,52,10000,0,0,1,0,"2016-12-01",277,8,2016,67,"GAME","Free","Action","1.1","2.3 and up","2016-12",0,0,0,0
"Decay: The Mare - Ep.1 (Trial)",14,3.6,5291,7.2,1e+05,0,0,1,2,"2014-05-24",1014,7,2014,36,"GAME","Free","Adventure","2.0","2.2 and up","2014-05",0,0,0,1
"Deck Heroes: Legacy",14,4.7,466495,52,1e+07,0,0,1,23,"2018-07-16",904,9,2018,86,"GAME","Free","Card","11.7.5","2.3.3 and up","2018-07",0,0,3,3
"DEER HUNTER 2018",14,4.3,955656,82,1e+07,0,0,1,0,"2018-06-26",2185,10,2018,85,"GAME","Free","Action","5.1.2","3.0 and up","2018-06",97,3,2,3
"DEER HUNTER CHALLENGE",14,3.7,38767,4.1,5e+06,0,0,0.5,0,"2011-04-11",610,3,2011,3,"GAME","Free","Action","1.4.3","2.0 and up","2011-04",0,0,0,3
"DEER HUNTER RELOADED",14,4.3,314774,43,5e+06,0,0,1,0,"2013-09-16",1819,5,2013,28,"GAME","Free","Action","3.8.2","2.1 and up","2013-09",0,0,2,3
"Defender",14,4.6,152395,14,1e+07,0,0,0.5,0,"2016-07-22",334,8,2016,62,"GAME","Free","Action","1.1.9","2.3 and up","2016-07",0,0,3,3
"Destiny Ninja Shall we date otome games love story",14,4.4,13079,30,5e+05,0,0,0.5,2,"2018-04-20",698,13,2018,83,"GAME","Free","Adventure","1.6.2","4.0 and up","2018-04",0,0,2,1
"Destroy Gunners S",14,4.4,10786,21,1e+06,0,0,0,6,"2017-01-14",253,15,2017,68,"GAME","Free","Arcade","1.02","4.0.3 and up","2017-01",0,0,2,2
"DG Mobile",14,4.3,59,1.4,1000,0,0,0,15,"2017-04-08",19,8,2017,71,"GAME","Free","Board","0.1.10.0","2.3 and up","2017-04",0,0,2,0
"DH Pineapple Poker OFC",14,4.2,1878,20,1e+05,0,0,1,25,"2017-11-09",153,10,2017,78,"GAME","Free","Casino","1.0.13","3.0 and up","2017-11",0,0,1,1
"diep.io",14,4.1,347883,20,1e+07,0,0,0,0,"2018-03-16",471,15,2018,82,"GAME","Free","Action","1.2.7","4.0.3 and up","2018-03",0,0,1,3
"Dino Defends king 3 – Dinosaur T rex Hunter Games",14,3.6,182,41,50000,0,0,1,2,"2018-03-01",1088,17,2018,82,"GAME","Free","Adventure","2.1","4.1 and up","2018-03",0,0,0,0
"DINO HUNTER: DEADLY SHORES",14,4.4,1381820,54,1e+07,0,0,1,0,"2017-03-14",1588,10,2017,70,"GAME","Free","Action","3.1.1","3.0 and up","2017-03",8,92,2,3
"Dino T-Rex",14,4,69115,2.4,1e+07,0,0,0,6,"2018-06-13",582,17,2018,85,"GAME","Free","Arcade","1.36","4.1 and up","2018-06",0,0,1,3
"Dino War: Rise of Beasts",14,4.1,18996,81,1e+06,0,0,1,103,"2018-08-01",657,17,2018,87,"GAME","Free","Strategy","1.5.2","4.1 and up","2018-08",13,27,1,2
"Dinosaur Simulator: Dino World",14,4,26649,66,5e+06,0,0,1,0,"2018-08-05",424,18,2018,87,"GAME","Free","Action","1.2","4.2 and up","2018-08",27,13,1,3
"Dirt Trackin Sprint Cars",14,3.8,499,47,10000,1,3.99,0,87,"2018-05-10",153,25,2018,84,"GAME","Paid","Racing","1.0.13","5.0 and up","2018-05",0,0,0,0
"DJMAX TECHNIKA Q - Music Game",14,4.3,21107,95,1e+05,0,0,0,71,"2018-07-30",431,15,2018,86,"GAME","Free","Music","1.2.1","4.0.3 and up","2018-07",0,0,2,1
"DK Quiz",14,4.4,1628,34,50000,0,0,0,111,"2014-04-10",532,8,2014,35,"GAME","Free","Trivia","1.3","2.3 and up","2014-04",0,0,2,0
"DM EVOLUTION",14,2.5,450,97,10000,0,0,0,23,"2018-07-23",1067,17,2018,86,"GAME","Free","Card","2.0.9","4.1 and up","2018-07",0,0,0,0
"Does not Commute",14,4,154108,78,5e+06,0,0,0,87,"2015-10-13",608,8,2015,53,"GAME","Free","Racing","1.4.2","2.3 and up","2015-10",0,0,1,3
"Dog Run - Pet Dog Simulator",14,4.7,48615,24,1e+07,0,0,0,97,"2018-05-22",605,17,2018,84,"GAME","Free","Simulation;Action & Adventure","1.4.12","4.1 and up","2018-05",47,73,3,3
"Don't Hug Me I'm So Scared",14,3.5,901,63,50000,0,0,0,2,"2018-06-08",783,8,2018,85,"GAME","Free","Adventure","1.8.5","2.3 and up","2018-06",0,0,0,0
"Don't Starve: Pocket Edition",14,4.4,17988,7.9,1e+05,1,4.99,1,2,"2018-07-25",267,25,2018,86,"GAME","Paid","Adventure","1.06","5.0 and up","2018-07",0,0,2,1
"Don't Starve: Shipwrecked",14,4.1,1468,4.9,10000,1,4.99,1,2,"2018-07-10",38,25,2018,86,"GAME","Paid","Adventure","0.16","5.0 and up","2018-07",0,0,1,0
"Dr Dre - Beatmaker",14,4.3,146,6,10000,0,0,1.5,71,"2018-02-28",2264,13,2018,81,"GAME","Free","Music","5.3.8","4.0 and up","2018-02",0,0,2,0
"Dr Driving Racer",14,4.3,183,68,10000,0,0,0,87,"2018-06-14",1088,17,2018,85,"GAME","Free","Racing","2.1","4.1 and up","2018-06",0,0,2,0
"Dr. Chess",14,4.1,97209,6.7,1e+06,0,0,0,15,"2018-01-14",627,15,2018,80,"GAME","Free","Board","1.41","4.0.3 and up","2018-01",0,0,1,2
"Dr. Dominoes",14,4,2700,5.7,5e+05,0,0,0,15,"2018-01-03",267,17,2018,80,"GAME","Free","Board","1.06","4.1 and up","2018-01",0,0,1,1
"Dr. Driving 2",14,4.6,358633,19,1e+07,0,0,0,87,"2018-05-03",574,15,2018,84,"GAME","Free","Racing","1.32","4.0.3 and up","2018-05",0,0,3,3
"Dr. Gomoku",14,3.9,85317,4.5,5e+06,0,0,0,15,"2018-01-15",679,15,2018,80,"GAME","Free","Board","1.54","4.0.3 and up","2018-01",0,0,0,3
"Dr. Parker : Parking Simulator",14,4.5,14253,81,1e+06,0,0,0,87,"2018-01-18",1578,13,2018,80,"GAME","Free","Racing","3.1","4.0 and up","2018-01",0,0,3,2
"Dr. Parker : Real car parking simulation",14,4.6,15829,95,1e+06,0,0,0,87,"2018-07-24",529,13,2018,86,"GAME","Free","Racing","1.29","4.0 and up","2018-07",0,0,3,2
"Dr. Rocket",14,4,42182,3.4,1e+06,0,0,0,6,"2018-01-06",352,17,2018,80,"GAME","Free","Arcade","1.11","4.1 and up","2018-01",0,0,1,2
"Dr. Shogi",14,3.3,19291,5.1,1e+06,0,0,0,15,"2018-01-02",499,17,2018,80,"GAME","Free","Board","1.24","4.1 and up","2018-01",0,0,0,2
"Dr. Splorchy Presents Space Heroes",14,4.6,18,31,100,1,4.99,1.5,2,"2018-07-23",113,29,2018,86,"GAME","Paid","Adventure","1.0","7.0 and up","2018-07",0,0,3,0
"Dr.Slender Ep 1 Guide (Eng)",14,4,454,27,10000,0,0,1,6,"2014-12-02",113,8,2014,43,"GAME","Free","Arcade","1.0","2.3 and up","2014-12",0,0,1,0
"Drag'n'Boom",14,4.8,133180,54,1e+06,0,0,0.5,6,"2018-01-12",287,20,2018,80,"GAME","Free","Arcade","1.1.1","4.4 and up","2018-01",0,0,3,2
"DRAGON BALL LEGENDS",14,4.6,337752,48,5e+06,0,0,1,0,"2018-08-03",353,27,2018,87,"GAME","Free","Action","1.11.0","6.0 and up","2018-08",13,167,3,3
"DRAGON BALL Z DOKKAN BATTLE",14,4.1,650114,80,1e+07,0,0,1,0,"2018-07-03",1622,15,2018,86,"GAME","Free","Action","3.11.0","4.0.3 and up","2018-07",0,0,1,3
"Dragon Hills",14,4.5,354373,66,1e+07,0,0,0.5,0,"2017-10-12",471,17,2017,77,"GAME","Free","Action","1.2.7","4.1 and up","2017-10",25,15,3,3
"Dragon X Adventure: Warrior Z",14,4.3,8537,29,1e+05,0,0,0.5,0,"2015-11-03",309,8,2015,54,"GAME","Free","Action","1.1.4","2.3 and up","2015-11",0,0,2,1
"DraStic DS Emulator",14,4.6,87766,12,1e+06,1,4.99,0,0,"2016-07-19",2772,8,2016,62,"GAME","Paid","Action","r2.5.0.3a","2.3 and up","2016-07",0,0,3,2
"Draw A Stickman",14,3.4,29265,17,1e+06,0,0,0,2,"2017-05-19",280,15,2017,72,"GAME","Free","Adventure","1.1.0","4.0.3 and up","2017-05",99,1,0,2
"Draw a Stickman: EPIC 2 Free",14,4.3,213340,24,1e+07,0,0,0,2,"2018-06-14",434,13,2018,85,"GAME","Free","Adventure","1.2.1.49","4.0 and up","2018-06",0,0,2,3
"Draw a Stickman: EPIC Free",14,4.2,210317,46,1e+07,0,0,0.5,2,"2015-04-10",611,9,2015,47,"GAME","Free","Adventure","1.4.3.104","2.3.3 and up","2015-04",0,0,1,3
"Draw In",14,4.2,46416,73,1e+07,0,0,0,6,"2018-07-23",229,17,2018,86,"GAME","Free","Arcade","1.0.8","4.1 and up","2018-07",39,1,1,3
"Draw N Guess Multiplayer",14,3.9,29505,69,1e+06,0,0,0,117,"2018-04-04",1533,15,2018,83,"GAME","Free","Word","3.0.11","4.0.3 and up","2018-04",0,0,0,2
"Dreamland Arcade - Steven Universe",14,4,6386,24,5e+05,0,0,0,6,"2017-11-19",101,26,2017,78,"GAME","Free","Arcade","0.99","5.1 and up","2017-11",0,0,1,1
"Drift Legends",14,4.2,33788,27,1e+06,0,0,0,87,"2018-03-29",783,17,2018,82,"GAME","Free","Racing","1.8.5","4.1 and up","2018-03",0,0,1,2
"Drink-O-Tron The Drinking Game",14,4.1,140,45,50000,0,0,1.5,23,"2017-05-31",713,15,2017,72,"GAME","Free","Card","1.64","4.0.3 and up","2017-05",0,0,1,0
"Drive 4x4 Luxury SUV Jeep",14,4.2,2183,46,5e+05,0,0,0,87,"2018-07-10",362,8,2018,86,"GAME","Free","Racing","1.12","2.3 and up","2018-07",0,0,1,1
"Driving Zone",14,4.2,51791,57,1e+06,0,0,0,87,"2018-06-06",678,17,2018,85,"GAME","Free","Racing","1.53","4.1 and up","2018-06",0,0,1,2
"DS Tower Defence",14,3.2,768,1.4,1e+05,0,0,0,6,"2013-06-05",113,1,2013,25,"GAME","Free","Arcade","1.0","1.5 and up","2013-06",0,0,0,1
"Dubai Racing",14,4.2,16237,23,5e+05,0,0,0,87,"2015-12-23",799,8,2015,55,"GAME","Free","Racing","1.9.1","2.3 and up","2015-12",0,0,1,1
"Dude Perfect 2",14,4.5,401425,70,1e+07,0,0,0,0,"2017-04-12",693,15,2017,71,"GAME","Free","Action","1.6.1","4.0.3 and up","2017-04",16,84,3,3
"E.G. Chess",14,4.3,56,23,1000,1,0.99,0,15,"2014-12-06",188,8,2014,43,"GAME","Paid","Board","1.0.28","2.3 and up","2014-12",0,0,2,0
"E.G. Chess Free",14,4,505,23,10000,0,0,0,15,"2014-12-06",188,8,2014,43,"GAME","Free","Board","1.0.28","2.3 and up","2014-12",0,0,1,0
"EC Mover",14,5,5,4.6,10,0,0,0,87,"2018-08-01",352,15,2018,87,"GAME","Free","Racing","1.11","4.0.3 and up","2018-08",0,0,3,0
"Eh Amego!",14,3.8,13388,7.1,5e+05,0,0,0,6,"2015-08-24",1056,7,2015,51,"GAME","Free","Arcade","2.0.5","2.2 and up","2015-08",0,0,0,1
"Elite Commando Shooting War",14,4.5,14,45,100,0,0,1,0,"2018-06-29",113,13,2018,85,"GAME","Free","Action","1.0","4.0 and up","2018-06",0,0,3,0
"EmuBox - Fast Retro Emulator",14,3.9,1576,43,50000,0,0,0,6,"2018-08-05",1099,17,2018,87,"GAME","Free","Arcade","2.1.1","4.1 and up","2018-08",0,0,0,0
"Endless Ducker",14,4.5,8193,41,5e+05,0,0,0,6,"2016-09-16",225,15,2016,64,"GAME","Free","Arcade","1.0.7","4.0.3 and up","2016-09",0,0,3,1
"EP Gem Hunter",14,4.6,79,31,1000,0,0,0.5,0,"2016-01-17",280,8,2016,56,"GAME","Free","Action","1.1.0","2.3 and up","2016-01",0,0,3,0
"ETERNITY WARRIORS 2",14,4.6,568391,5.2,5e+06,0,0,1,0,"2014-07-01",2006,5,2014,38,"GAME","Free","Action","4.3.1","2.1 and up","2014-07",0,0,3,3
"Evil Apples: A Dirty Card Game",14,4.3,137696,55,5e+06,0,0,1.5,117,"2018-07-19",1278,18,2018,86,"GAME","Free","Word","2.3.3","4.2 and up","2018-07",0,0,2,3
"Experiment Z - Zombie",14,4,229329,88,1e+07,0,0,1.5,0,"2017-12-04",1163,17,2017,79,"GAME","Free","Action","2.14","4.1 and up","2017-12",0,0,1,3
"Extreme Super Car Driving 3D",14,3.9,23104,48,1e+06,0,0,0,87,"2015-08-05",1192,9,2015,51,"GAME","Free","Racing","2.2","2.3.3 and up","2015-08",0,0,0,2
"Extreme X Ray Robot Stunts",14,4.3,10806,49,5e+06,0,0,0,87,"2017-05-09",646,13,2017,72,"GAME","Free","Racing","1.5.1","4.0 and up","2017-05",0,0,2,3
"Eyes - The Scary Horror Game Adventure",14,4.4,499483,99,1e+07,0,0,1,2,"2018-08-02",2301,17,2018,87,"GAME","Free","Adventure","5.6.14","4.1 and up","2018-08",0,0,2,3
"Ez Mirror Match",14,4.4,3344,36,5e+05,0,0,0,6,"2018-01-03",1088,13,2018,80,"GAME","Free","Arcade","2.1","4.0 and up","2018-01",0,0,2,1
"F*ck This Game",14,4.6,8,6.3,100,1,0.99,1,0,"2015-07-18",118,8,2015,50,"GAME","Paid","Action","1.0.0","2.3 and up","2015-07",0,0,3,0
"FaFaFa™ Gold Casino: Free slot machines",14,4.3,11051,44,1e+06,0,0,1,25,"2018-06-25",815,15,2018,85,"GAME","Free","Casino","1.9.58","4.0.3 and up","2018-06",0,0,2,2
"Faketalk - Chatbot",14,4.2,63056,8.1,1e+06,0,0,1,117,"2018-07-03",817,8,2018,86,"GAME","Free","Word","1.9.7","2.3 and up","2018-07",0,0,1,2
"Fallout Shelter",14,4.6,2719142,25,1e+07,0,0,1,96,"2018-06-11",376,17,2018,85,"GAME","Free","Simulation","1.13.12","4.1 and up","2018-06",8,32,3,3
"Fancy Pants Adventures",14,4.7,55952,61,1e+06,0,0,0.5,6,"2017-07-13",145,17,2017,74,"GAME","Free","Arcade","1.0.10","4.1 and up","2017-07",0,0,3,2
"Farm Fruit Pop: Party Time",14,4.4,9305,14,1e+06,0,0,0,26,"2018-08-02",806,15,2018,87,"GAME","Free","Casual","1.9.2","4.0.3 and up","2018-08",9,31,2,2
"Farming Simulator 18",14,4.5,18125,15,1e+05,1,4.99,0,98,"2018-07-09",2750,20,2018,86,"GAME","Paid","Simulation;Education","Varies with device","4.4 and up","2018-07",1,39,3,1
"Fast like a Fox",14,4.3,104389,12,5e+06,0,0,0,2,"2018-04-17",593,18,2018,83,"GAME","Free","Adventure","1.4.0","4.2 and up","2018-04",0,0,2,3
"Fast Motorcycle Driver 2016",14,4.2,28151,49,1e+06,0,0,0.5,87,"2016-12-25",424,9,2016,67,"GAME","Free","Racing","1.2","2.3.3 and up","2016-12",0,0,1,2
"Fast Racing Car Simulator",14,3.8,8482,45,1e+06,0,0,0,87,"2015-08-10",532,9,2015,51,"GAME","Free","Racing","1.3","2.3.3 and up","2015-08",0,0,0,2
"Fatal Raid - No.1 Mobile FPS",14,4.3,56496,81,1e+06,0,0,1,0,"2018-08-07",668,13,2018,87,"GAME","Free","Action","1.5.447","4.0 and up","2018-08",0,0,2,2
"Fate/Grand Order (English)",14,4.4,16601,55,5e+05,0,0,1,90,"2018-07-26",410,13,2018,86,"GAME","Free","Role Playing","1.18.0","4.0 and up","2018-07",20,20,2,1
"Fernanfloo",14,4.8,526595,49,1e+07,0,0,0.5,6,"2018-06-26",1442,15,2018,85,"GAME","Free","Arcade","2.9","4.0.3 and up","2018-06",0,0,3,3
"Fidget Spinner",14,4.2,307398,9.9,1e+07,0,0,0,6,"2017-11-30",369,5,2017,78,"GAME","Free","Arcade","1.12.5.1","2.1 and up","2017-11",0,0,1,3
"Fields of Battle",14,4.1,71476,50,1e+06,0,0,0.5,0,"2018-04-21",1163,13,2018,83,"GAME","Free","Action","2.14","4.0 and up","2018-04",0,0,1,2
"FINAL FANTASY BRAVE EXVIUS",14,4.6,745684,83,5e+06,0,0,1,90,"2018-07-17",1544,15,2018,86,"GAME","Free","Role Playing","3.0.2","4.0.3 and up","2018-07",2,38,3,3
"Five Nights at Flappy's",14,4.7,4041,24,10000,0,0,0,6,"2017-06-27",654,9,2017,73,"GAME","Free","Arcade","1.5.14","2.3.3 and up","2017-06",0,0,3,0
"Five Nights at Freddy's",14,4.6,100805,50,1e+06,1,2.99,1,0,"2014-12-02",794,8,2014,43,"GAME","Paid","Action","1.85","2.3 and up","2014-12",0,0,3,2
"Five Nights at Freddy's 3",14,4.7,27856,50,1e+05,1,2.99,1,0,"2015-04-02",268,8,2015,47,"GAME","Paid","Action","1.07","2.3 and up","2015-04",0,0,3,1
"Five Nights at Freddy's 3 Demo",14,4.5,1041836,50,1e+07,0,0,1,0,"2015-04-02",268,8,2015,47,"GAME","Free","Action","1.07","2.3 and up","2015-04",0,0,3,3
"Five Nights at Freddy's 4",14,4.6,21266,45,1e+05,1,2.99,1,0,"2015-07-26",277,8,2015,50,"GAME","Paid","Action","1.1","2.3 and up","2015-07",0,0,3,1
