"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","Last.Updated..Year.","Last.Updated..Year.Month.","Category..categorical.","Type..categorical.","Genres..categorical.","Current.Ver..categorical.","Android.Ver..categorical.","Last.Updated..Year.Month...categorical.","No_reviews_count","Reviews_present_count","Rating_Q","Installs_Q"
"Portable Wi-Fi hotspot Free",6,4,1711,2.1,1e+05,0,0,0,35,"2018-01-11",467,8,2018,80,"COMMUNICATION","Free","Communication","1.2.5.4-11","2.3 and up","2018-01",0,0,1,2
"Portable Wi-Fi hotspot Premium",6,3.7,481,0.42,10000,1,0.99,0,35,"2015-12-16",596,8,2015,55,"COMMUNICATION","Paid","Communication","1.4.0.2","2.3 and up","2015-12",0,0,0,1
"pretty Easy privacy p=p",6,3.7,21,20,500,1,0.99,0,35,"2018-07-30",147,25,2018,86,"COMMUNICATION","Paid","Communication","1.0.100rc1.withoutKeysync","5.0 and up","2018-07",0,0,0,0
"QRZ Assistant",6,4.2,1044,3.5,1e+05,0,0,0,35,"2018-05-30",1014,20,2018,84,"COMMUNICATION","Free","Communication","2.0","4.4 and up","2018-05",0,0,2,2
"ReadyOp DT",6,4.6,8,1.1,1000,0,0,0,35,"2018-07-06",211,9,2018,86,"COMMUNICATION","Free","Communication","1.0.56","2.3.3 and up","2018-07",0,0,3,0
"Ring",6,3.9,517,35,10000,0,0,0,35,"2018-08-06",1492,20,2018,87,"COMMUNICATION","Free","Communication","20180805","4.4 and up","2018-08",0,0,1,1
"RocketDial Dialer & Contacts",6,4.4,32254,5.5,1e+06,0,0,0,35,"2017-12-04",1839,5,2017,79,"COMMUNICATION","Free","Communication","3.9.7","2.1 and up","2017-12",0,0,3,3
"Safest Call Blocker",6,4.4,27540,3.7,1e+06,0,0,0,35,"2018-01-05",512,13,2018,80,"COMMUNICATION","Free","Communication","1.26.001","4.0 and up","2018-01",0,0,3,3
"Sat-Fi Voice",6,3.4,37,14,1000,0,0,0,35,"2014-11-21",1203,7,2014,42,"COMMUNICATION","Free","Communication","2.2.1.5","2.2 and up","2014-11",0,0,0,0
"Should I Answer?",6,4.8,237468,8.8,1e+06,0,0,0,35,"2018-07-26",1482,13,2018,86,"COMMUNICATION","Free","Communication","2018.1.715","4.0 and up","2018-07",0,0,3,3
"Skype Lite - Free Video Call & Chat",6,4.2,33053,22,5e+06,0,0,0,35,"2018-07-31",710,15,2018,86,"COMMUNICATION","Free","Communication","1.60.0.31354-release","4.0.3 and up","2018-07",0,0,2,3
"Smart Wi-Fi Hotspot PRO",6,3.7,197,0.957,10000,1,2.99,0,35,"2016-02-10",113,7,2016,57,"COMMUNICATION","Paid","Communication","1.0","2.2 and up","2016-02",0,0,0,1
"SW-100.tch by Callstel",6,4,1926,0.716,1e+06,0,0,0,35,"2015-12-16",547,7,2015,55,"COMMUNICATION","Free","Communication","1.3.20","2.2 and up","2015-12",0,0,1,3
"Sync.ME – Caller ID & Block",6,4.5,205739,17,5e+06,0,0,0,35,"2018-07-26",2059,17,2018,86,"COMMUNICATION","Free","Communication","4.5.4","4.1 and up","2018-07",0,0,3,3
"T-Mobile DIGITS",6,3,1820,33,1e+05,0,0,0,35,"2018-02-15",319,20,2018,81,"COMMUNICATION","Free","Communication","1.1.50","4.4 and up","2018-02",0,0,0,2
"Talkatone: Free Texts, Calls & Phone Number",6,4.1,132014,25,1e+07,0,0,0,35,"2018-07-18",2372,18,2018,86,"COMMUNICATION","Free","Communication","6.1","4.2 and up","2018-07",0,0,1,3
"Text SMS",6,4.5,349384,8.2,1e+07,0,0,0,35,"2018-07-24",1755,15,2018,86,"COMMUNICATION","Free","Communication","3.47","4.0.3 and up","2018-07",0,0,3,3
"Tiny Call Confirm",6,4.1,22782,0.351,1e+06,0,0,0,35,"2015-03-25",1975,7,2015,46,"COMMUNICATION","Free","Communication","4.2.0","2.2 and up","2015-03",0,0,1,3
"TouchPal Keyboard - Fun Emoji & Android Keyboard",6,4.4,615381,37,1e+07,0,0,1.5,35,"2018-08-02",2462,15,2018,87,"COMMUNICATION","Free","Communication","6.7.9.1","4.0.3 and up","2018-08",0,0,3,3
"TownWiFi | Wi-Fi Everywhere",6,3.9,2372,58,5e+05,0,0,0,35,"2018-08-02",1978,18,2018,87,"COMMUNICATION","Free","Communication","4.2.1","4.2 and up","2018-08",0,0,1,2
"TracFone My Account",6,3.6,20769,18,1e+06,0,0,0,35,"2018-07-11",2736,17,2018,86,"COMMUNICATION","Free","Communication","R6.0.3","4.1 and up","2018-07",0,0,0,3
"Traffic signs BD",6,4.4,7,5.3,500,0,0,0,35,"2015-10-08",113,17,2015,53,"COMMUNICATION","Free","Communication","1.0","4.1 and up","2015-10",0,0,3,0
"U - Webinars, Meetings & Messenger",6,4.1,6601,31,5e+05,0,0,0,35,"2018-07-02",2086,17,2018,86,"COMMUNICATION","Free","Communication","4.7.0","4.1 and up","2018-07",0,0,1,2
"Video Caller Id",6,4.2,15287,17,1e+06,0,0,0,35,"2018-01-24",1214,15,2018,80,"COMMUNICATION","Free","Communication","2.2.245","4.0.3 and up","2018-01",0,0,2,3
"Virtual Walkie Talkie",6,3.8,21785,2.5,1e+06,0,0,0,35,"2015-08-13",627,8,2015,51,"COMMUNICATION","Free","Communication","1.41","2.3 and up","2015-08",0,0,0,3
"Vonage Mobile® Call Video Text",6,4.1,29208,23,1e+06,0,0,0,35,"2016-09-28",1456,9,2016,64,"COMMUNICATION","Free","Communication","2.9.8","2.3.3 and up","2016-09",0,0,1,3
"Web Browser",6,4.2,10965,2.3,5e+05,0,0,0,35,"2015-02-02",1014,10,2015,45,"COMMUNICATION","Free","Communication","2.0","3.0 and up","2015-02",0,0,2,2
"Web Browser & Explorer",6,4,36901,6.6,5e+06,0,0,0,35,"2018-07-04",905,14,2018,86,"COMMUNICATION","Free","Communication","11.8.6","4.0.3 - 7.1.1","2018-07",0,0,1,3
"Web Browser for Android",6,4.1,55098,4.3,1e+06,0,0,0,35,"2018-06-20",1192,13,2018,85,"COMMUNICATION","Free","Communication","2.2","4.0 and up","2018-06",0,0,1,3
"WeFi - Free Fast WiFi Connect & Find Wi-Fi Map",6,4,13469,5.1,1e+06,0,0,0,35,"2018-06-05",2088,13,2018,85,"COMMUNICATION","Free","Communication","4.7.0.2200000","4.0 and up","2018-06",0,0,1,3
"WhatsApp Business",6,4.4,136662,32,1e+07,0,0,0,35,"2018-07-30",1183,15,2018,86,"COMMUNICATION","Free","Communication","2.18.116","4.0.3 and up","2018-07",0,0,3,3
"WhatsCall Free Global Phone Call App & Cheap Calls",6,4.6,1130966,27,1e+07,0,0,0,35,"2018-06-06",800,13,2018,85,"COMMUNICATION","Free","Communication","1.9.1.013","4.0 and up","2018-06",0,0,3,3
"Whoscall - Caller ID & Block",6,4.4,552441,29,1e+07,0,0,0,35,"2018-08-01",2391,17,2018,87,"COMMUNICATION","Free","Communication","6.19.1","4.1 and up","2018-08",0,0,3,3
"Wi-Fi Auto-connect",6,3.8,15036,0.253,1e+06,0,0,0,35,"2015-08-01",426,2,2015,51,"COMMUNICATION","Free","Communication","1.2.0","1.6 and up","2015-08",0,0,0,3
"WiFi Access Point (hotspot)",6,3.9,684,0.061,1e+05,0,0,0,35,"2015-05-14",300,8,2015,48,"COMMUNICATION","Free","Communication","1.1.2","2.3 and up","2015-05",0,0,1,2
"WiFi Tether Router",6,4.2,5599,1.3,1e+05,1,2.9,0,35,"2018-07-02",2404,2,2018,86,"COMMUNICATION","Paid","Communication","6.2.7","1.6 and up","2018-07",0,0,2,2
"X Browser",6,4,142,2.5,50000,0,0,0,35,"2017-12-31",287,13,2017,79,"COMMUNICATION","Free","Communication","1.1.1","4.0 and up","2017-12",0,0,1,1
"Your Freedom VPN Client",6,4,74497,5.3,5e+06,0,0,0,35,"2018-05-19",1488,13,2018,84,"COMMUNICATION","Free","Communication","20180518-01","4.0 and up","2018-05",0,0,1,3
