"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","Last.Updated..Year.","Last.Updated..Year.Month.","Category..categorical.","Type..categorical.","Genres..categorical.","Current.Ver..categorical.","Android.Ver..categorical.","Last.Updated..Year.Month...categorical.","No_reviews_count","Reviews_present_count","Rating_Q","Installs_Q"
"CF cal",29,4.3,123,2.9,10000,0,0,0,107,"2016-02-09",213,13,2016,57,"TOOLS","Free","Tools","1.0.6","4.0 and up","2016-02",0,0,2,1
"CF.lumen",29,4.4,4901,1.9,1e+05,0,0,0,107,"2017-02-09",1812,25,2017,69,"TOOLS","Free","Tools","3.70","5.0 and up","2017-02",0,0,3,2
"CG Shikshak Mitan",29,4.1,295,3.8,50000,0,0,0,107,"2018-03-05",277,25,2018,82,"TOOLS","Free","Tools","1.1","5.0 and up","2018-03",0,0,1,2
"Chest Tracker for Clash Royale",29,4.3,77717,14,5e+06,0,0,0,107,"2016-12-29",426,17,2016,67,"TOOLS","Free","Tools","1.2.0","4.1 and up","2016-12",0,0,2,3
"ChopAssistant",29,4.2,455,2.8,50000,0,0,0,107,"2017-02-28",688,27,2017,69,"TOOLS","Free","Tools","1.6","6.0 and up","2017-02",0,0,2,2
"CL Keyboard - Myanmar Keyboard (No Ads)",29,5,24,3.2,5000,0,0,0,107,"2018-06-13",306,19,2018,85,"TOOLS","Free","Tools","1.1.3","4.3 and up","2018-06",0,0,3,1
"CL Notifier",29,5,36,3.2,100,0,0,1,107,"2017-08-02",113,13,2017,75,"TOOLS","Free","Tools","1.0","4.0 and up","2017-08",0,0,3,0
"CL Reader for Craigslist(For sale, jobs, rental..)",29,4.1,61,6.3,1000,0,0,0,107,"2017-09-14",795,17,2017,76,"TOOLS","Free","Tools","1.9","4.1 and up","2017-09",0,0,1,0
"CL REPL",29,5,47,17,1000,0,0,0,107,"2018-04-10",172,17,2018,83,"TOOLS","Free","Tools","1.0.19","4.1 and up","2018-04",0,0,3,0
"Classic Calculator",29,4,85659,27,5e+06,0,0,0,107,"2018-02-25",676,10,2018,81,"TOOLS","Free","Tools","1.51","3.0 and up","2018-02",40,0,1,3
"Clear",29,3.1,24151,15,1e+07,0,0,0,107,"2018-08-06",902,17,2018,87,"TOOLS","Free","Tools","11.7.0","4.1 and up","2018-08",0,0,0,3
"CM AppLock",29,4.1,843,3.6,1e+05,0,0,0,107,"2016-02-25",1015,13,2016,57,"TOOLS","Free","Tools","2.0.0","4.0 and up","2016-02",0,0,1,2
"CM AppLock Fingerprint 2018",29,4.4,1264,8.2,1e+05,0,0,0,107,"2018-08-06",1908,19,2018,87,"TOOLS","Free","Tools","4.0.4","4.3 and up","2018-08",0,0,3,2
"CM Apps",29,3.8,3341,1.9,1e+05,0,0,0,107,"2016-04-17",2044,18,2016,59,"TOOLS","Free","Tools","4.5","4.2 and up","2016-04",0,0,1,2
"CM Flashlight (Compass, SOS)",29,4.4,166367,1.8,5e+06,0,0,0,107,"2018-05-25",593,8,2018,84,"TOOLS","Free","Tools","1.4.0","2.3 and up","2018-05",36,4,3,3
"CM S Pen Add-on(ROOT)",29,3.6,373,0.122,10000,0,0,0,107,"2017-02-24",234,17,2017,69,"TOOLS","Free","Tools","1.0.9","4.1 and up","2017-02",0,0,0,1
"CM Secure Browser (Authorized)",29,4.2,1147,2.7,1e+05,0,0,0,107,"2017-10-02",323,13,2017,77,"TOOLS","Free","Tools","1.1.6","4.0 and up","2017-10",0,0,2,2
"CM Security Lite - Antivirus",29,4.6,262076,1.2,1e+07,0,0,0,107,"2018-01-04",173,8,2018,80,"TOOLS","Free","Tools","1.0.2","2.3 and up","2018-01",0,0,3,3
"CM Security Open VPN - Free, fast unlimited proxy",29,4.6,85496,5.8,1e+06,0,0,0,107,"2018-02-14",698,15,2018,81,"TOOLS","Free","Tools","1.6.2","4.0.3 and up","2018-02",0,0,3,3
"cm to inches | centimeters to inches conversion",29,4.8,52,1.9,5000,0,0,0,107,"2018-05-07",545,13,2018,84,"TOOLS","Free","Tools","1.3.2","4.0 and up","2018-05",0,0,3,1
"Code on the egg",29,3.9,146,0.784,10000,0,0,0,107,"2017-04-10",388,7,2017,71,"TOOLS","Free","Tools","1.15","2.2 and up","2017-04",0,0,1,1
"Contents Provider(C.P.)Explorer",29,4,1,1.2,100,0,0,0,107,"2018-06-20",2152,10,2018,85,"TOOLS","Free","Tools","5.0","3.0 and up","2018-06",0,0,1,0
"Control Center iOS 11 - Phone X Control Panel",29,4.1,1925,8.3,1e+05,0,0,0,107,"2017-11-15",1578,20,2017,78,"TOOLS","Free","Tools","3.1","4.4 and up","2017-11",0,0,1,2
"Control Center iOS 11 - Phone X notifications",29,4.3,514,8.4,50000,0,0,0,107,"2018-02-12",756,20,2018,81,"TOOLS","Free","Tools","1.8","4.4 and up","2018-02",0,0,2,2
"Convert degree Celsius to Fahrenheit or °F to °C",29,4.4,51,2.1,5000,0,0,0,107,"2018-05-21",672,13,2018,84,"TOOLS","Free","Tools","1.5.8","4.0 and up","2018-05",0,0,3,1
"ConvertPad - Unit Converter",29,4.4,90831,4.3,1e+07,0,0,0,107,"2017-06-18",1587,18,2017,73,"TOOLS","Free","Tools","3.1.00","4.2 and up","2017-06",0,40,3,3
"Counter Deck Calculator for CR",29,4.1,3446,19,5e+05,0,0,0,107,"2017-02-04",534,17,2017,69,"TOOLS","Free","Tools","1.3.0","4.1 and up","2017-02",0,0,1,2
"CPU-Z",29,4.5,295430,1.4,1e+07,0,0,0,107,"2018-04-17",511,7,2018,83,"TOOLS","Free","Tools","1.26","2.2 and up","2018-04",0,0,3,3
"CR Calculator",29,4.3,297,2.8,50000,0,0,0,107,"2018-01-27",1192,13,2018,80,"TOOLS","Free","Tools","2.2","4.0 and up","2018-01",0,0,2,2
"CR Tracker for Chests",29,5,6,4.5,50,0,0,0,107,"2018-06-05",173,17,2018,85,"TOOLS","Free","Tools","1.0.2","4.1 and up","2018-06",0,0,3,0
"CT - DTC Lookup",29,4.1,41,0.986,10000,0,0,0,107,"2013-07-26",1521,10,2013,26,"TOOLS","Free","Tools","3","3.0 and up","2013-07",0,0,1,1
"CV maker for Job Applications and Resume Maker",29,4.2,75,25,10000,0,0,0,107,"2018-01-31",277,13,2018,80,"TOOLS","Free","Tools","1.1","4.0 and up","2018-01",0,0,2,1
"CV Maker for Job Applications:Photo Resume Builder",29,4,114,25,10000,0,0,0,107,"2018-06-09",641,13,2018,85,"TOOLS","Free","Tools","1.5","4.0 and up","2018-06",0,0,1,1
"Cx File Explorer",29,4.7,175,4.3,10000,0,0,0,107,"2018-07-28",225,25,2018,86,"TOOLS","Free","Tools","1.0.7","5.0 and up","2018-07",0,0,3,1
"CX Ram Booster",29,3.9,12,2.5,500,0,0,0,107,"2017-06-02",113,7,2017,73,"TOOLS","Free","Tools","1.0","2.2 and up","2017-06",0,0,1,0
"CZ-Cyberon Voice Commander",29,3.8,131,3.3,1000,1,5.99,0,107,"2017-03-07",1658,7,2017,70,"TOOLS","Paid","Tools","3.2.17030601","2.2 and up","2017-03",0,0,1,0
"CZ Kompas",29,5,2,3.5,10,0,0,0,107,"2018-07-09",277,13,2018,86,"TOOLS","Free","Tools","1.1","4.0 and up","2018-07",0,0,3,0
"DB Browser",29,3.3,236,0.221,50000,0,0,0,107,"2011-09-20",688,5,2011,7,"TOOLS","Free","Tools","1.6","2.1 and up","2011-09",0,0,0,2
"DB LINK RGB",29,2.7,7,5.2,500,0,0,0,107,"2017-06-19",173,20,2017,73,"TOOLS","Free","Tools","1.0.2","4.4 and up","2017-06",0,0,0,0
"dB Meter - measure sound & noise level in Decibel",29,4.6,154,6.6,10000,0,0,0,107,"2018-07-26",277,20,2018,86,"TOOLS","Free","Tools","1.1","4.4 and up","2018-07",0,0,3,1
"dB Sound Level Meter",29,3.9,203,2.3,10000,0,0,0,107,"2017-03-03",271,10,2017,70,"TOOLS","Free","Tools","1.08","3.0 and up","2017-03",0,0,1,1
"dB Sound Meter",29,4.1,29,2.3,5000,0,0,0,107,"2016-04-25",424,15,2016,59,"TOOLS","Free","Tools","1.2","4.0.3 and up","2016-04",0,0,1,1
"DB Sound Meter: Measure Noise Level- Decibel Meter",29,4.3,824,2.8,10000,0,0,0,107,"2017-12-13",139,17,2017,79,"TOOLS","Free","Tools","1.0.1","4.1 and up","2017-12",0,0,2,1
"dB: Sound Meter Pro",29,4.3,31,0.228,5000,0,0,0,107,"2016-12-12",113,15,2016,67,"TOOLS","Free","Tools","1.0","4.0.3 and up","2016-12",0,0,2,1
"DCUO|CR Calculator Lite",29,4,182,1.7,10000,0,0,0,107,"2017-08-14",1692,10,2017,75,"TOOLS","Free","Tools","3.3","3.0 and up","2017-08",0,0,1,1
"DCUO|CR Calculator Pro",29,4.6,82,1.7,500,1,0.99,0,107,"2017-08-14",1692,10,2017,75,"TOOLS","Paid","Tools","3.3","3.0 and up","2017-08",0,0,3,0
"Decibel X PRO - Sound Meter dBA, Noise Detector",29,4.3,60,6.9,1000,1,3.99,0,107,"2018-07-11",2025,17,2018,86,"TOOLS","Paid","Tools","4.4.1","4.1 and up","2018-07",0,0,2,0
"Deck Advisor for CR",29,4.1,37975,23,5e+06,0,0,0,107,"2017-02-02",593,17,2017,69,"TOOLS","Free","Tools","1.4.0","4.1 and up","2017-02",0,0,1,3
"Deck Analyzer for CR",29,4.2,2630,18,1e+05,0,0,0,107,"2017-02-02",534,17,2017,69,"TOOLS","Free","Tools","1.3.0","4.1 and up","2017-02",0,0,2,2
"Deck Simulator for CR",29,3.4,202,12,10000,0,0,0,107,"2017-06-16",113,15,2017,73,"TOOLS","Free","Tools","1.0","4.0.3 and up","2017-06",0,0,0,1
"Deep Sleep Battery Saver",29,4.1,22032,3.7,1e+06,0,0,0,107,"2017-08-17",2178,17,2017,75,"TOOLS","Free","Tools","5.1","4.1 and up","2017-08",0,0,1,3
"Deep Sleep Battery Saver Pro",29,3.9,1417,2.9,10000,1,3.28,0,107,"2017-08-15",2178,17,2017,75,"TOOLS","Paid","Tools","5.1","4.1 and up","2017-08",0,0,1,1
"DG-App",29,5,1,4.5,500,0,0,0,107,"2017-11-29",160,17,2017,78,"TOOLS","Free","Tools","1.0.16","4.1 and up","2017-11",0,0,3,0
"Digi Dex for DW Next Order @PS4",29,4.2,155,16,10000,0,0,0,107,"2018-02-24",532,25,2018,81,"TOOLS","Free","Tools","1.3","5.0 and up","2018-02",0,0,2,1
"Digital Alarm Clock",29,4.2,118439,16,1e+07,0,0,0,107,"2018-06-19",861,20,2018,85,"TOOLS","Free","Tools","10.4","4.4 and up","2018-06",29,71,2,3
"Digital Clock AW-7",29,4.1,484,2.9,1e+05,0,0,0,107,"2018-03-06",1014,19,2018,82,"TOOLS","Free","Tools","2.0","4.3 and up","2018-03",0,0,1,2
"Digital Falak",29,4.7,3408,15,50000,0,0,0,107,"2018-05-30",1099,17,2018,84,"TOOLS","Free","Tools","2.1.1","4.1 and up","2018-05",0,0,3,2
"Digoo·Cloud",29,4.1,543,26,10000,0,0,0,107,"2018-06-05",437,15,2018,85,"TOOLS","Free","Tools","1.2.1009.695","4.0.3 and up","2018-06",0,0,1,1
"Disc Label Print",29,3,262,37,10000,0,0,0,107,"2016-09-20",118,13,2016,64,"TOOLS","Free","Tools","1.0.0","4.0 and up","2016-09",0,0,0,1
"Display Phone Screen On TV",29,3.6,9895,2.7,1e+06,0,0,0,107,"2017-02-03",1014,18,2017,69,"TOOLS","Free","Tools","2.0","4.2 and up","2017-02",0,0,0,3
"Ditto CP Calculator GO",29,4.3,34,12,1000,0,0,0,107,"2018-02-25",795,15,2018,81,"TOOLS","Free","Tools","1.9","4.0.3 and up","2018-02",0,0,2,0
"DM 24/7",29,3.6,7,16,1000,0,0,0,107,"2018-08-01",1260,9,2018,87,"TOOLS","Free","Tools","2.3","2.3.3 and up","2018-08",0,0,0,0
"DM airdisk",29,2.8,11,11,1000,0,0,0,107,"2016-08-05",731,10,2016,63,"TOOLS","Free","Tools","1.7.2","3.0 and up","2016-08",0,0,0,0
"DM airdisk Pro",29,3.2,11,36,1000,0,0,0,107,"2017-09-20",1299,15,2017,76,"TOOLS","Free","Tools","2.4.0","4.0.3 and up","2017-09",0,0,0,0
"DM HiDisk",29,2.8,54,20,5000,0,0,0,107,"2018-06-07",300,15,2018,85,"TOOLS","Free","Tools","1.1.2","4.0.3 and up","2018-06",0,0,0,1
"DM security - Dragon Mobile",29,3.9,27,3,1000,0,0,0,107,"2017-04-26",287,17,2017,71,"TOOLS","Free","Tools","1.1.1","4.1 and up","2017-04",0,0,1,0
"DNS Changer - BEST (Gprs/Edge/3G/H/H+/4G)",29,4.3,123,1.9,5000,0,0,0,107,"2017-09-30",424,13,2017,76,"TOOLS","Free","Tools","1.2","4.0 and up","2017-09",0,0,2,1
"Don't touch my phone",29,3.8,21943,2.3,5e+06,0,0,0,107,"2016-10-19",1844,8,2016,65,"TOOLS","Free","Tools","30","2.3 and up","2016-10",0,0,1,3
"Download All Files",29,3.8,120494,2.3,1e+07,0,0,0,107,"2018-06-13",1061,17,2018,85,"TOOLS","Free","Tools","2.0.7","4.1 and up","2018-06",0,0,1,3
"Download Blazer",29,3.9,34612,2.4,5e+06,0,0,0,107,"2018-06-12",1061,17,2018,85,"TOOLS","Free","Tools","2.0.7","4.1 and up","2018-06",0,0,1,3
"Download Facebook Photo Albums",29,4,3840,2.5,1e+05,0,0,0,107,"2017-06-02",1298,20,2017,73,"TOOLS","Free","Tools","2.4","4.4 and up","2017-06",0,0,1,2
"Download Instant DP (Full HD)",29,4.3,1283,4.4,1e+05,0,0,0,107,"2018-08-04",1924,17,2018,87,"TOOLS","Free","Tools","4.1.0","4.1 and up","2018-08",0,0,2,2
"Download Manager",29,3.8,79132,2.2,1e+07,0,0,0,107,"2018-01-03",323,8,2018,80,"TOOLS","Free","Tools","1.1.6","2.3 and up","2018-01",0,0,1,3
"Download Manager - File & Video",29,3.9,8780,5,1e+06,0,0,0,107,"2018-06-13",1411,18,2018,85,"TOOLS","Free","Tools","2.7.5","4.2 and up","2018-06",0,0,1,3
"Download Manager For Android Free",29,4,593,3.3,1e+05,0,0,0,107,"2018-04-12",914,10,2018,83,"TOOLS","Free","Tools","12.04.18","3.0 and up","2018-04",0,0,1,2
"Dr. Battery - Fast Charger - Super Cleaner 2018",29,4.5,101738,10,1e+06,0,0,0,107,"2018-07-26",1229,13,2018,86,"TOOLS","Free","Tools","2.2.82","4.0 and up","2018-07",0,0,3,3
"Dr. Booster - Boost Game Speed",29,4.4,138872,22,1e+07,0,0,0,107,"2018-05-15",1029,17,2018,84,"TOOLS","Free","Tools","2.0.1077","4.1 and up","2018-05",0,0,3,3
"Dr. ES PV Calculator",29,5,19,11,500,0,0,0,107,"2018-03-11",1744,17,2018,82,"TOOLS","Free","Tools","3.4.7.2.16","4.1 and up","2018-03",0,0,3,0
"Dr. Safety - Antivirus, Booster, Cleaner, AppLock",29,4.4,372553,21,1e+07,0,0,0,107,"2018-08-06",1534,17,2018,87,"TOOLS","Free","Tools","3.0.1114","4.1 and up","2018-08",0,0,3,3
"dr.fone - Recovery & Transfer wirelessly & Backup",29,3.7,23347,7.6,5e+06,0,0,0,107,"2018-05-28",1652,8,2018,84,"TOOLS","Free","Tools","3.2.0.169","2.3 and up","2018-05",0,0,0,3
"Draw with FP sDraw",29,4.3,3268,0.467,1e+05,0,0,0,107,"2017-12-16",2444,3,2017,79,"TOOLS","Free","Tools","6.6","2.0 and up","2017-12",0,0,2,2
"Droid PRoCon BF3",29,3.5,412,2.6,5000,1,0.99,0,107,"2015-03-12",1192,10,2015,46,"TOOLS","Paid","Tools","2.2","3.0 and up","2015-03",0,0,0,1
"Droidbug BusyBox Advance PRO",29,4.5,2,3.3,100,1,3.99,0,107,"2018-07-19",592,15,2018,86,"TOOLS","Paid","Tools","1.4","4.0.3 and up","2018-07",0,0,3,0
"DS App Manager",29,4.6,14,2.1,1000,0,0,0,107,"2015-03-21",113,8,2015,46,"TOOLS","Free","Tools","1.0","2.3 and up","2015-03",0,0,3,0
"DS cloud",29,3.2,4908,38,5e+05,0,0,0,107,"2018-05-23",1424,13,2018,84,"TOOLS","Free","Tools","2.8.0","4.0 and up","2018-05",0,0,0,2
"DS Connector 2.0",29,2.6,5,0.636,500,0,0,0,107,"2018-03-23",1042,18,2018,82,"TOOLS","Free","Tools","2.0.180226.1","4.2 and up","2018-03",0,0,0,0
"DS finder",29,4,2596,32,5e+05,0,0,0,107,"2018-07-19",1023,25,2018,86,"TOOLS","Free","Tools","2.0.1","5.0 and up","2018-07",0,0,1,2
"DS Flashlight",29,4,127,5.8,10000,0,0,0,107,"2015-05-30",568,7,2015,48,"TOOLS","Free","Tools","1.31","2.2 and up","2015-05",0,0,1,1
"DS get",29,3.4,71852,22,5e+06,0,0,0,107,"2018-05-23",363,17,2018,84,"TOOLS","Free","Tools","1.12.0","4.1 and up","2018-05",0,0,0,3
"DS router",29,3.8,253,15,50000,0,0,0,107,"2018-06-13",332,17,2018,85,"TOOLS","Free","Tools","1.1.8","4.1 and up","2018-06",0,0,1,2
"DSLR Blur Camera Auto Focus",29,3.3,75,4.7,10000,0,0,0,107,"2018-06-07",532,15,2018,85,"TOOLS","Free","Tools","1.3","4.0.3 and up","2018-06",0,0,0,1
"DU Antivirus Security - Applock & Privacy Guard",29,4.6,436615,10,1e+07,0,0,0,107,"2018-06-05",1696,15,2018,85,"TOOLS","Free","Tools","3.3.1","4.0.3 and up","2018-06",0,0,3,3
"DU Browser Mini(Small&Fast)",29,4.2,20941,2,1e+06,0,0,0,107,"2016-12-23",367,13,2016,67,"TOOLS","Free","Tools","1.12.23","4.0 and up","2016-12",0,0,2,3
"DU Cleaner – Memory cleaner & clean phone cache",29,4.5,465831,8.9,1e+07,0,0,0,107,"2018-07-23",674,13,2018,86,"TOOLS","Free","Tools","1.5.9.9","4.0 and up","2018-07",0,0,3,3
"DU Emoji Keyboard(Simeji)",29,4.3,19234,14,5e+05,0,0,0,107,"2017-02-23",1598,15,2017,69,"TOOLS","Free","Tools","3.1.3","4.0.3 and up","2017-02",0,0,2,2
"DU Security",29,4.4,4847,3.2,1e+05,0,0,0,107,"2016-06-29",1525,13,2016,61,"TOOLS","Free","Tools","3.0.0.2071","4.0 and up","2016-06",0,0,3,2
"DuraSpeed",29,3.8,5431,1.3,1e+07,0,0,0,107,"2017-11-13",644,27,2017,78,"TOOLS","Free","Tools","1.5.0","6.0 and up","2017-11",3,37,1,3
"DW Contacts Wear",29,4.2,37,2.2,5000,0,0,0,107,"2015-03-09",0,13,2015,46,"TOOLS","Free","Tools","0.0.0.2","4.0 and up","2015-03",0,0,2,1
"DW Contacts widget",29,4.3,56,2,1000,1,0.99,0,107,"2014-06-05",281,5,2014,37,"TOOLS","Paid","Tools","1.1.0.0","2.1 and up","2014-06",0,0,2,0
"DW Missed call cleaner patch",29,3.9,65,0.054,5000,0,0,0,107,"2014-11-27",592,3,2014,42,"TOOLS","Free","Tools","1.4","2.0 and up","2014-11",0,0,1,1
"DW Timer",29,5,9,1.5,100,0,0,0,107,"2017-04-05",113,2,2017,71,"TOOLS","Free","Tools","1.0","1.6 and up","2017-04",0,0,3,0
"DW VMAX",29,3.4,843,8.5,1e+05,0,0,0,107,"2017-05-04",1803,7,2017,72,"TOOLS","Free","Tools","3.7.1","2.2 and up","2017-05",0,0,0,2
"DX Alert",29,4.1,27,2.5,1000,0,0,0,107,"2016-04-28",379,12,2016,59,"TOOLS","Free","Tools","1.131","3.2 and up","2016-04",0,0,1,0
"DX Spots Free",29,4.5,46,24,1000,0,0,0,107,"2018-05-18",1055,17,2018,84,"TOOLS","Free","Tools","2.0.402","4.1 and up","2018-05",0,0,3,0
"DZ sim",29,4.4,417,15,10000,0,0,0,107,"2018-04-26",1522,18,2018,83,"TOOLS","Free","Tools","3.0","4.2 and up","2018-04",0,0,3,1
"E-Z App™ Train Control",29,4.3,33,46,1000,0,0,0,107,"2016-12-06",113,19,2016,67,"TOOLS","Free","Tools","1.0","4.3 and up","2016-12",0,0,2,0
"Easy Hotspot Ad Free",29,5,2,3.3,10,1,0.99,0,107,"2018-07-26",265,13,2018,86,"TOOLS","Paid","Tools","1.05","4.0 and up","2018-07",0,0,3,0
"Easy Language Translator",29,4.3,191621,6.1,1e+07,0,0,0,107,"2018-05-29",631,13,2018,84,"TOOLS","Free","Tools","1.43","4.0 and up","2018-05",0,0,2,3
"Easy Resume Builder, Resume help, Curriculum vitae",29,4.3,996,10,50000,0,0,0,107,"2017-09-28",1260,15,2017,76,"TOOLS","Free","Tools","2.3","4.0.3 and up","2017-09",0,0,2,2
"EasyNote Notepad | To Do List",29,4.3,15618,2.4,1e+06,0,0,0,107,"2017-11-27",657,8,2017,78,"TOOLS","Free","Tools","1.5.2","2.3 and up","2017-11",0,0,2,3
"EC Apps List",29,4.5,2,1.6,100,0,0,0,107,"2015-02-12",532,13,2015,45,"TOOLS","Free","Tools","1.3","4.0 and up","2015-02",0,0,3,0
"EC music dictionary",29,4.4,20,2.2,500,1,1.99,0,107,"2014-12-29",1088,10,2014,43,"TOOLS","Paid","Tools","2.1","3.0 and up","2014-12",0,0,3,0
"EdiRange",29,3,736,1.8,1e+05,0,0,0,107,"2017-07-05",352,15,2017,74,"TOOLS","Free","Tools","1.11","4.0.3 and up","2017-07",0,0,0,2
"edp re:dy smarthome",29,3.4,30,22,5000,0,0,0,107,"2017-06-07",446,17,2017,73,"TOOLS","Free","Tools","1.2.2","4.1 and up","2017-06",0,0,0,1
"EG Movi",29,4.2,40,7.4,1000,0,0,0,107,"2017-05-12",91,12,2017,72,"TOOLS","Free","Tools","0.9.1","3.2 and up","2017-05",0,0,2,0
"EH kontrollrakendus",29,3.4,43,2.3,5000,0,0,0,107,"2017-10-10",1611,17,2017,77,"TOOLS","Free","Tools","3.1.8","4.1 and up","2017-10",0,0,0,1
"ei Calc",29,5,2,19,10,0,0,0,107,"2015-10-12",446,8,2015,53,"TOOLS","Free","Tools","1.2.2","2.3 and up","2015-10",0,0,3,0
"EI Calculator",29,4,8,1.5,100,0,0,0,107,"2016-05-23",532,2,2016,60,"TOOLS","Free","Tools","1.3","1.6 and up","2016-05",0,0,1,0
"Ei Electronics AudioLINK",29,3.4,59,1.8,10000,0,0,0,107,"2017-10-19",1265,13,2017,77,"TOOLS","Free","Tools","2.3.1","4.0 and up","2017-10",0,0,0,1
"Electrician Calculator Pro",29,3.9,47,0.27,1000,1,14.99,0,107,"2014-06-03",1578,2,2014,37,"TOOLS","Paid","Tools","3.1","1.6 and up","2014-06",0,0,1,0
"Elif Ba Oyunu",29,3.7,26,2.2,5000,0,0,0,107,"2015-11-02",277,8,2015,54,"TOOLS","Free","Tools","1.1","2.3 and up","2015-11",0,0,0,1
"Emo Ads Blocker Browser",29,3.4,1555,4.1,1e+05,0,0,0,107,"2015-09-17",592,10,2015,52,"TOOLS","Free","Tools","1.4","3.0 and up","2015-09",0,0,0,2
"Energenie EG-PM1W Setup Wizard",29,3.1,17,0.523,1000,0,0,0,107,"2014-10-10",757,7,2014,41,"TOOLS","Free","Tools","1.8 (2014-10-10 11:10:51 +0400)","2.2 and up","2014-10",0,0,0,0
"energyly (TNEB,BESCOM,MH,DL..)",29,3.9,627,4.1,10000,0,0,0,107,"2017-02-21",2349,13,2017,69,"TOOLS","Free","Tools","6.0","4.0 and up","2017-02",0,0,1,1
"EP Kalkulator el. energije",29,4.4,13,1.5,100,0,0,0,107,"2015-02-20",1889,13,2015,45,"TOOLS","Free","Tools","4.0","4.0 and up","2015-02",0,0,3,0
"ES App Locker",29,4.3,32207,3.4,1e+06,0,0,0,107,"2017-08-16",333,5,2017,75,"TOOLS","Free","Tools","1.1.8.2","2.1 and up","2017-08",0,0,2,3
"ES Classic Theme",29,4.3,20865,2.2,1e+06,0,0,0,107,"2015-10-30",1048,5,2015,53,"TOOLS","Free","Tools","2.0.3","2.1 and up","2015-10",0,0,2,3
"ES Dark Theme for free",29,4.2,7851,0.364,1e+06,0,0,0,107,"2017-08-22",1061,13,2017,75,"TOOLS","Free","Tools","2.0.7","4.0 and up","2017-08",0,0,2,3
"ES File Explorer",29,4.1,278,2.8,1e+05,0,0,0,107,"2018-07-02",1602,13,2018,86,"TOOLS","Free","Tools","3.1.5","4.0 and up","2018-07",0,0,1,2
"ES File Explorer & File Manager 2018",29,3.8,24,2.9,5000,0,0,0,107,"2018-03-17",277,18,2018,82,"TOOLS","Free","Tools","1.1","4.2 and up","2018-03",0,0,1,1
"ES File Explorer & Manager, Locker Xplorer 2018",29,3.5,11,3,1000,0,0,0,107,"2018-03-17",424,18,2018,82,"TOOLS","Free","Tools","1.2","4.2 and up","2018-03",0,0,0,0
"ES Holo Theme",29,4.3,11449,1.7,5e+05,0,0,0,107,"2016-02-02",1053,3,2016,57,"TOOLS","Free","Tools","2.0.4","2.0 and up","2016-02",0,0,2,2
"ES Summer Chill Theme for Free",29,4.3,940,0.387,1e+05,0,0,0,107,"2017-08-24",1061,13,2017,75,"TOOLS","Free","Tools","2.0.7","4.0 and up","2017-08",0,0,2,2
"EV Calculator",29,4.9,85,19,1000,0,0,0,107,"2018-07-05",477,17,2018,86,"TOOLS","Free","Tools","1.20","4.1 and up","2018-07",0,0,3,0
"EV Finder",29,4.3,29,23,1000,0,0,0,107,"2017-02-07",1402,8,2017,69,"TOOLS","Free","Tools","2.7","2.3 and up","2017-02",0,0,2,0
"Evolve CP Calc. for PokemonGo",29,3.9,116,3.3,10000,0,0,0,107,"2016-12-18",1372,20,2016,67,"TOOLS","Free","Tools","2.6","4.4 and up","2016-12",0,0,1,1
"EW Widgets for Zooper",29,3.4,5,1.9,100,0,0,0,107,"2016-12-03",173,15,2016,67,"TOOLS","Free","Tools","1.0.2","4.0.3 and up","2016-12",0,0,0,0
"EZ-GUI Ground Station",29,4.7,3696,29,50000,0,0,0,107,"2017-08-10",2044,19,2017,75,"TOOLS","Free","Tools","4.5","4.3 and up","2017-08",0,0,3,2
"EZ-Placard - Free Placard Calculator",29,2.9,7,2.4,1000,0,0,0,107,"2017-10-26",1013,17,2017,77,"TOOLS","Free","Tools","2","4.1 and up","2017-10",0,0,0,0
"EZ-VPNGate",29,4.3,36,12,5000,0,0,0,107,"2017-08-21",225,15,2017,75,"TOOLS","Free","Tools","1.0.7","4.0.3 and up","2017-08",0,0,2,1
"EZ App Installer",29,4.1,533,1.4,1e+05,0,0,0,107,"2017-07-22",606,13,2017,74,"TOOLS","Free","Tools","1.4.13","4.0 and up","2017-07",0,0,1,2
"EZ Cleaner - Booster Optimizer",29,4.4,6801,2.8,5e+05,0,0,0,107,"2018-01-08",536,15,2018,80,"TOOLS","Free","Tools","1.3.1","4.0.3 and up","2018-01",0,0,3,2
"EZ Screenshot",29,4.4,55,1.4,5000,0,0,0,107,"2017-09-12",309,25,2017,76,"TOOLS","Free","Tools","1.1.4","5.0 and up","2017-09",0,0,3,1
"EZ Utilities Extension",29,3.9,33,0.473,5000,0,0,0,107,"2016-05-05",2645,27,2016,60,"TOOLS","Free","Tools","9.0","6.0 and up","2016-05",0,0,1,1
"EzCalculator",29,4.1,1657,2,1e+05,0,0,0,107,"2017-09-17",1089,25,2017,76,"TOOLS","Free","Tools","2.1.0","5.0 and up","2017-09",2,38,1,2
"F-Secure AV Test",29,4.5,1250,0.241,50000,0,0,0,107,"2018-03-06",139,15,2018,82,"TOOLS","Free","Tools","1.0.1","4.0.3 and up","2018-03",0,0,3,2
"F-Secure KEY Password manager",29,4.2,2588,7.6,1e+05,0,0,0,107,"2018-06-27",2094,13,2018,85,"TOOLS","Free","Tools","4.7.4","4.0 and up","2018-06",0,0,2,2
